method,policy_run,loss_mask_id,packet_loss,n_available,n_tx_attempts,n_delivered,attempt_rate,delivery_rate,attempt_based_reduction,transmission_reduction,mae,event_recall,precision,f1,aoi,configuration,result_source,source,packet_loss_mode,notes
semantic_expert,deterministic,2.0,0.2,206815.0,61621.0,49354.0,0.29795227618886444,0.2386383966346735,0.7020477238111356,0.7020477238111356,8.008973650618248,0.976997578692494,0.950530035335689,0.9635820895522388,1.9241058933291868,frozen_expert_thresholds,new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=2 seed=20260319; cost counted on attempts"
cmappo_kl,42,2.0,0.2,206815.0,51855.0,41507.0,0.25073132993254843,0.20069627444817834,0.7492686700674516,0.7492686700674516,9.439385873641928,0.9757869249394672,0.94049008168028,0.9578134284016636,2.173872648110714,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=2 seed=20260319; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,123,2.0,0.2,206815.0,55595.0,44469.0,0.268815124628291,0.21501825302806857,0.731184875371709,0.731184875371709,9.091803924950414,0.9757869249394672,0.953846153846154,0.9646918013165772,2.010632094542062,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=2 seed=20260319; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,2024,2.0,0.2,206815.0,52274.0,41802.0,0.2527572951671784,0.2021226700190992,0.7472427048328216,0.7472427048328216,9.31161181240266,0.9757869249394672,0.9482352941176472,0.9618138424821002,2.1787241486549527,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=2 seed=20260319; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,3407,2.0,0.2,206815.0,54438.0,43512.0,0.2632207528467471,0.2103909290912168,0.7367792471532528,0.7367792471532528,9.232751388523177,0.9757869249394672,0.953846153846154,0.9646918013165772,2.0634621365262014,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=2 seed=20260319; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,9999,2.0,0.2,206815.0,54937.0,43969.0,0.2656335372192539,0.21260063341633828,0.734366462780746,0.734366462780746,9.251341758471192,0.9757869249394672,0.9482352941176472,0.9618138424821002,2.0204400559788525,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=2 seed=20260319; eval seed 42 for mask fairness; policy identity in policy_run
fixed_60,deterministic,3.0,0.2,206815.0,51149.0,40862.0,0.24731765104078524,0.19757754514904624,0.7526823489592147,0.7526823489592147,12.426223087259643,0.87409200968523,0.840512223515716,0.8569732937685459,2.914080236355155,interval_steps=4 (60 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=3 seed=20260320; cost counted on attempts"
fixed_75,deterministic,3.0,0.2,206815.0,41325.0,33099.0,0.1998162609095085,0.16004158305732177,0.8001837390904916,0.8001837390904916,13.008329687535978,0.8656174334140436,0.8237327188940092,0.8441558441558442,3.6166537085989736,interval_steps=5 (75 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=3 seed=20260320; cost counted on attempts"
delta_plus_heartbeat,deterministic,3.0,0.2,206815.0,65066.0,52167.0,0.31460967531368617,0.2522399245702681,0.6853903246863138,0.6853903246863138,9.747697998034246,0.9685230024213076,0.9184845005740528,0.9428403064230996,1.611899393562432,"delta_ppm=25,heartbeat=3",new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=3 seed=20260320; cost counted on attempts"
semantic_expert,deterministic,3.0,0.2,206815.0,61800.0,49318.0,0.29881778400986386,0.23846432802262893,0.7011822159901362,0.7011822159901362,8.033968900994939,0.976997578692494,0.953900709219858,0.965311004784689,1.926356709687452,frozen_expert_thresholds,new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=3 seed=20260320; cost counted on attempts"
cmappo_kl,42,3.0,0.2,206815.0,51833.0,41505.0,0.2506249546696323,0.2006866039697314,0.7493750453303677,0.7493750453303677,9.428915371120924,0.973365617433414,0.9469964664310954,0.96,2.173460581558078,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=3 seed=20260320; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,123,3.0,0.2,206815.0,55620.0,44543.0,0.2689360056088775,0.21537606073060464,0.7310639943911226,0.7310639943911226,9.069087704594754,0.9757869249394672,0.9561091340450772,0.9658478130617136,2.004544394339916,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=3 seed=20260320; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,2024,3.0,0.2,206815.0,52172.0,41811.0,0.2522641007663854,0.20216618717211035,0.7477358992336146,0.7477358992336146,9.302556301665414,0.9745762711864406,0.9560570071258908,0.9652278177458034,2.177600684185974,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=3 seed=20260320; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,3407,3.0,0.2,206815.0,54423.0,43546.0,0.2631482242583952,0.21055532722481446,0.7368517757416049,0.7368517757416049,9.221370866484143,0.9757869249394672,0.9549763033175356,0.9652694610778444,2.057965324210853,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=3 seed=20260320; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,9999,3.0,0.2,206815.0,54899.0,44000.0,0.2654497981287624,0.21275052583226556,0.7345502018712375,0.7345502018712375,9.225433774529376,0.9745762711864406,0.9537914691943128,0.9640718562874252,2.017034675789146,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=3 seed=20260320; eval seed 42 for mask fairness; policy identity in policy_run
fixed_60,deterministic,4.0,0.2,206815.0,51149.0,40906.0,0.24731765104078524,0.19779029567487852,0.7526823489592147,0.7526823489592147,12.499189314624282,0.887409200968523,0.819910514541387,0.8523255813953489,2.891603172134971,interval_steps=4 (60 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=4 seed=20260321; cost counted on attempts"
fixed_75,deterministic,4.0,0.2,206815.0,41325.0,33192.0,0.1998162609095085,0.1604912603051036,0.8001837390904916,0.8001837390904916,13.046981102734083,0.8680387409200968,0.8101694915254237,0.8381063705435418,3.611265744052247,interval_steps=5 (75 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=4 seed=20260321; cost counted on attempts"
delta_plus_heartbeat,deterministic,4.0,0.2,206815.0,65099.0,52145.0,0.31476923820806035,0.252133549307352,0.6852307617919396,0.6852307617919396,9.78922221503847,0.973365617433414,0.9327146171693736,0.95260663507109,1.60856009951796,"delta_ppm=25,heartbeat=3",new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=4 seed=20260321; cost counted on attempts"
semantic_expert,deterministic,4.0,0.2,206815.0,61744.0,49366.0,0.2985470106133501,0.23869641950535503,0.7014529893866499,0.7014529893866499,8.03067024877897,0.9842615012106536,0.954225352112676,0.9690107270560192,1.9263800342092987,frozen_expert_thresholds,new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=4 seed=20260321; cost counted on attempts"
cmappo_kl,42,4.0,0.2,206815.0,51875.0,41529.0,0.25082803471701764,0.20080264971109446,0.7491719652829824,0.7491719652829824,9.42731991820239,0.980629539951574,0.9518213866039952,0.966010733452594,2.1735150054423884,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=4 seed=20260321; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,123,4.0,0.2,206815.0,55515.0,44507.0,0.26842830549041413,0.21520199211856006,0.7315716945095858,0.7315716945095858,9.079127338147226,0.980629539951574,0.9563164108618654,0.968320382546324,2.00990125952418,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=4 seed=20260321; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,2024,4.0,0.2,206815.0,52236.0,41861.0,0.2525735560766869,0.20240794913328336,0.7474264439233131,0.7474264439233131,9.284582368417862,0.980629539951574,0.9551886792452832,0.967741935483871,2.177421862851812,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=4 seed=20260321; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,3407,4.0,0.2,206815.0,54357.0,43592.0,0.2628290984696468,0.21077774822909365,0.7371709015303531,0.7371709015303531,9.217365199757388,0.980629539951574,0.9574468085106383,0.9688995215311006,2.0614523402270253,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=4 seed=20260321; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,9999,4.0,0.2,206815.0,54933.0,44032.0,0.2656141962623601,0.2129052534874163,0.7343858037376398,0.7343858037376398,9.243188785069696,0.980629539951574,0.9540636042402828,0.9671641791044776,2.018986160783704,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=4 seed=20260321; eval seed 42 for mask fairness; policy identity in policy_run
fixed_60,deterministic,0.0,0.4,206815.0,51149.0,30517.0,0.24731765104078524,0.14755699538234654,0.7526823489592147,0.7526823489592147,14.381870469318994,0.8401937046004843,0.8155111633372503,0.8276684555754322,4.6400909656352045,interval_steps=4 (60 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=0 seed=20260317; cost counted on attempts"
fixed_75,deterministic,0.0,0.4,206815.0,41325.0,24729.0,0.1998162609095085,0.1195706307569567,0.8001837390904916,0.8001837390904916,14.855315620091606,0.7929782082324455,0.7987804878048781,0.795868772782503,5.717812159850723,interval_steps=5 (75 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=0 seed=20260317; cost counted on attempts"
delta_plus_heartbeat,deterministic,0.0,0.4,206815.0,78030.0,46639.0,0.37729371660662914,0.22551072214297802,0.6227062833933709,0.6227062833933709,10.542528218959143,0.9309927360774818,0.8941860465116279,0.9122182680901544,1.913384388120044,"delta_ppm=25,heartbeat=3",new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=0 seed=20260317; cost counted on attempts"
semantic_expert,deterministic,0.0,0.4,206815.0,72892.0,43788.0,0.35245025747648867,0.21172545511689192,0.6475497425235113,0.6475497425235113,9.06448011679047,0.9382566585956416,0.9215219976218788,0.9298140371925616,2.22084823511118,frozen_expert_thresholds,new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=0 seed=20260317; cost counted on attempts"
cmappo_kl,42,0.0,0.4,206815.0,63414.0,37873.0,0.30662186011652925,0.18312501511012258,0.6933781398834707,0.6933781398834707,10.11209172378686,0.9358353510895884,0.9158767772511848,0.925748502994012,2.455640646866739,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=0 seed=20260317; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,123,0.0,0.4,206815.0,67410.0,40287.0,0.32594347605347773,0.19479728259555643,0.6740565239465223,0.6740565239465223,9.828845599538816,0.937046004842615,0.9247311827956988,0.930847865303668,2.297002798942622,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=0 seed=20260317; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,2024,0.0,0.4,206815.0,63858.0,38044.0,0.30876870633174575,0.18395184101733433,0.6912312936682543,0.6912312936682543,9.98494409584585,0.9358353510895884,0.9213349225268176,0.9285285285285284,2.465868449696781,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=0 seed=20260317; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,3407,0.0,0.4,206815.0,66233.0,39508.0,0.32025239948746465,0.19103063124048061,0.6797476005125354,0.6797476005125354,9.913022168827366,0.937046004842615,0.9247311827956988,0.930847865303668,2.351131239309594,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=0 seed=20260317; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,9999,0.0,0.4,206815.0,66793.0,39925.0,0.32296013345260255,0.19304692599666368,0.6770398665473975,0.6770398665473975,9.946593564623404,0.9358353510895884,0.9213349225268176,0.9285285285285284,2.3065580780594,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=0 seed=20260317; eval seed 42 for mask fairness; policy identity in policy_run
fixed_60,deterministic,1.0,0.4,206815.0,51149.0,30709.0,0.24731765104078524,0.14848536131325096,0.7526823489592147,0.7526823489592147,14.175087731252768,0.8438256658595642,0.8104651162790698,0.8268090154211152,4.598993158140258,interval_steps=4 (60 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=1 seed=20260318; cost counted on attempts"
fixed_75,deterministic,1.0,0.4,206815.0,41325.0,24820.0,0.1998162609095085,0.12001063752629161,0.8001837390904916,0.8001837390904916,14.80406055111404,0.8244552058111381,0.7782857142857142,0.800705467372134,5.734905146944488,interval_steps=5 (75 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=1 seed=20260318; cost counted on attempts"
delta_plus_heartbeat,deterministic,1.0,0.4,206815.0,77809.0,46798.0,0.3762251287382443,0.22627952517950825,0.6237748712617557,0.6237748712617557,10.472399807520452,0.950363196125908,0.9012629161882894,0.9251620506776664,1.904824288602084,"delta_ppm=25,heartbeat=3",new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=1 seed=20260318; cost counted on attempts"
semantic_expert,deterministic,1.0,0.4,206815.0,72907.0,43884.0,0.35252278606484055,0.21218963808234412,0.6474772139351594,0.6474772139351594,9.030436196917714,0.9552058111380144,0.924970691676436,0.9398451459201904,2.2187645778261547,frozen_expert_thresholds,new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=1 seed=20260318; cost counted on attempts"
cmappo_kl,42,1.0,0.4,206815.0,63144.0,37996.0,0.3053163455261949,0.18371974953460823,0.6946836544738051,0.6946836544738051,10.133545394771916,0.9552058111380144,0.9163763066202092,0.9353882631890932,2.4474809516404914,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=1 seed=20260318; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,123,1.0,0.4,206815.0,66956.0,40461.0,0.32374827744602663,0.19563861422043854,0.6762517225539734,0.6762517225539734,9.83523089315556,0.9576271186440678,0.9284037558685446,0.9427890345649584,2.2867866583735035,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=1 seed=20260318; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,2024,1.0,0.4,206815.0,63332.0,38207.0,0.3062253705002055,0.18473998501075842,0.6937746294997945,0.6937746294997945,9.97940785727842,0.9576271186440678,0.9262295081967212,0.9416666666666668,2.4538874203078835,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=1 seed=20260318; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,3407,1.0,0.4,206815.0,65789.0,39681.0,0.31810555327224815,0.1918671276261393,0.6818944467277519,0.6818944467277519,9.945672334773295,0.9576271186440678,0.9327830188679244,0.945041816009558,2.3374008707821488,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=1 seed=20260318; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,9999,1.0,0.4,206815.0,66393.0,40076.0,0.3210260377632183,0.19377704711940624,0.6789739622367816,0.6789739622367816,9.968591631232046,0.9576271186440678,0.9273153575615476,0.942227516378797,2.2958326854299487,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=1 seed=20260318; eval seed 42 for mask fairness; policy identity in policy_run
fixed_60,deterministic,2.0,0.4,206815.0,51149.0,30667.0,0.24731765104078524,0.14828228126586562,0.7526823489592147,0.7526823489592147,14.096157776415287,0.8305084745762712,0.827503015681544,0.8290030211480361,4.609547504276162,interval_steps=4 (60 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=2 seed=20260319; cost counted on attempts"
fixed_75,deterministic,2.0,0.4,206815.0,41325.0,24819.0,0.1998162609095085,0.12000580228706816,0.8001837390904916,0.8001837390904916,14.851848392272355,0.8159806295399515,0.7892271662763466,0.8023809523809523,5.682141191105583,interval_steps=5 (75 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=2 seed=20260319; cost counted on attempts"
delta_plus_heartbeat,deterministic,2.0,0.4,206815.0,77728.0,46837.0,0.375833474361144,0.22646809950922323,0.624166525638856,0.624166525638856,10.517889959869482,0.946731234866828,0.8856172140430351,0.9151550614394384,1.9078642512828488,"delta_ppm=25,heartbeat=3",new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=2 seed=20260319; cost counted on attempts"
semantic_expert,deterministic,2.0,0.4,206815.0,72797.0,43969.0,0.3519909097502599,0.21260063341633828,0.6480090902497402,0.6480090902497402,9.047965562556035,0.950363196125908,0.9192037470725996,0.9345238095238096,2.2166848079614367,frozen_expert_thresholds,new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=2 seed=20260319; cost counted on attempts"
cmappo_kl,42,2.0,0.4,206815.0,62985.0,38013.0,0.3045475424896647,0.18380194860140706,0.6954524575103354,0.6954524575103354,10.14091657681781,0.9491525423728814,0.9105691056910568,0.9294605809128632,2.4511234644689783,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=2 seed=20260319; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,123,2.0,0.4,206815.0,67096.0,40469.0,0.32442521093731114,0.19567729613422624,0.6755747890626889,0.6755747890626889,9.838601469226791,0.950363196125908,0.9170560747663552,0.933412604042806,2.29050303218784,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=2 seed=20260319; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,2024,2.0,0.4,206815.0,63264.0,38236.0,0.3058965742330102,0.18488020694823876,0.6941034257669898,0.6941034257669898,10.017475486270532,0.950363196125908,0.9117305458768872,0.930646117368109,2.4536658373503344,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=2 seed=20260319; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,3407,2.0,0.4,206815.0,65826.0,39669.0,0.31828445712351616,0.1918091047554578,0.6817155428764838,0.6817155428764838,9.95707345673842,0.950363196125908,0.9181286549707602,0.9339678762641284,2.3462680765044315,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=2 seed=20260319; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,9999,2.0,0.4,206815.0,66367.0,40090.0,0.32090032154340836,0.19384474046853467,0.6790996784565917,0.6790996784565917,9.974394961763382,0.950363196125908,0.9117305458768872,0.930646117368109,2.2985033431814648,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=2 seed=20260319; eval seed 42 for mask fairness; policy identity in policy_run
fixed_60,deterministic,3.0,0.4,206815.0,51149.0,30616.0,0.24731765104078524,0.14803568406546913,0.7526823489592147,0.7526823489592147,13.985561779578772,0.8668280871670703,0.8277456647398844,0.8468361916026022,4.645824910589333,interval_steps=4 (60 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=3 seed=20260320; cost counted on attempts"
fixed_75,deterministic,3.0,0.4,206815.0,41325.0,24924.0,0.1998162609095085,0.12051350240553152,0.8001837390904916,0.8001837390904916,14.782303687373208,0.8668280871670703,0.8099547511312217,0.8374269005847954,5.674238065619655,interval_steps=5 (75 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=3 seed=20260320; cost counted on attempts"
delta_plus_heartbeat,deterministic,3.0,0.4,206815.0,77762.0,46866.0,0.3759978724947417,0.22660832144670356,0.6240021275052583,0.6240021275052583,10.475276494382584,0.9443099273607748,0.8873720136518771,0.9149560117302054,1.9059322033898305,"delta_ppm=25,heartbeat=3",new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=3 seed=20260320; cost counted on attempts"
semantic_expert,deterministic,3.0,0.4,206815.0,73235.0,43796.0,0.35410874453013563,0.2117641370306796,0.6458912554698644,0.6458912554698644,9.059440924064068,0.9552058111380144,0.9206534422403734,0.9376114081996436,2.2278572539262944,frozen_expert_thresholds,new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=3 seed=20260320; cost counted on attempts"
cmappo_kl,42,3.0,0.4,206815.0,63331.0,37918.0,0.30622053526098203,0.1833426008751783,0.693779464739018,0.693779464739018,10.103027288820998,0.9515738498789348,0.9128919860627178,0.9318316538233552,2.456009951795988,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=3 seed=20260320; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,123,3.0,0.4,206815.0,67532.0,40380.0,0.32653337523873993,0.19524695984333826,0.6734666247612601,0.6734666247612601,9.835869859104156,0.953995157384988,0.9194865810968494,0.9364230540701128,2.299346913388276,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=3 seed=20260320; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,2024,3.0,0.4,206815.0,63702.0,38137.0,0.3080144090128859,0.18440151826511617,0.6919855909871141,0.6919855909871141,9.982665196409728,0.9527845036319612,0.9226260257913248,0.9374627754615842,2.462661327942777,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=3 seed=20260320; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,3407,3.0,0.4,206815.0,66184.0,39581.0,0.32001547276551506,0.19138360370379323,0.6799845272344849,0.6799845272344849,9.958525180286305,0.953995157384988,0.9227166276346604,0.938095238095238,2.3495218473021304,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=3 seed=20260320; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,9999,3.0,0.4,206815.0,66839.0,39976.0,0.32318255445688177,0.19329352319706017,0.6768174455431182,0.6768174455431182,9.96488830549212,0.9527845036319612,0.9226260257913248,0.9374627754615842,2.310519359353133,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=3 seed=20260320; eval seed 42 for mask fairness; policy identity in policy_run
fixed_60,deterministic,4.0,0.4,206815.0,51149.0,30644.0,0.24731765104078524,0.14817107076372604,0.7526823489592147,0.7526823489592147,14.13024845178832,0.8583535108958837,0.793952967525196,0.8248981966259453,4.580469600373192,interval_steps=4 (60 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=4 seed=20260321; cost counted on attempts"
fixed_75,deterministic,4.0,0.4,206815.0,41325.0,24907.0,0.1998162609095085,0.12043130333873268,0.8001837390904916,0.8001837390904916,14.816627086219407,0.8547215496368039,0.7941507311586051,0.8233236151603498,5.658789457316125,interval_steps=5 (75 min),new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=4 seed=20260321; cost counted on attempts"
delta_plus_heartbeat,deterministic,4.0,0.4,206815.0,77947.0,46774.0,0.3768923917510819,0.22616347943814522,0.6231076082489181,0.6231076082489181,10.490980436263207,0.9334140435835352,0.8933951332560834,0.9129662522202489,1.909504742652776,"delta_ppm=25,heartbeat=3",new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=4 seed=20260321; cost counted on attempts"
semantic_expert,deterministic,4.0,0.4,206815.0,72825.0,43875.0,0.3521262964485168,0.21214612092933297,0.6478737035514832,0.6478737035514832,9.060421013870137,0.943099273607748,0.9100467289719626,0.9262782401902496,2.219464313481573,frozen_expert_thresholds,new_evaluation,revision_eval,independent_slots,"Shared (t,sensor) drop mask id=4 seed=20260321; cost counted on attempts"
cmappo_kl,42,4.0,0.4,206815.0,63256.0,37954.0,0.3058578923192225,0.18351666948722287,0.6941421076807774,0.6941421076807774,10.162749243460595,0.940677966101695,0.9045401629802096,0.9222551928783383,2.454276162338672,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=4 seed=20260321; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,123,4.0,0.4,206815.0,66997.0,40443.0,0.3239465222541885,0.19555157991441627,0.6760534777458115,0.6760534777458115,9.835350900391893,0.940677966101695,0.9098360655737704,0.925,2.290075415953973,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=4 seed=20260321; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,2024,4.0,0.4,206815.0,63511.0,38192.0,0.30709087832120496,0.1846674564224065,0.692909121678795,0.692909121678795,9.996963640784472,0.940677966101695,0.9077102803738316,0.9239001189060644,2.4594153319856944,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=4 seed=20260321; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,3407,4.0,0.4,206815.0,65784.0,39696.0,0.3180813770761308,0.19193965621449122,0.6819186229238692,0.6819186229238692,9.96682005038326,0.940677966101695,0.9173553719008264,0.9288702928870294,2.3422951329497743,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=4 seed=20260321; eval seed 42 for mask fairness; policy identity in policy_run
cmappo_kl,9999,4.0,0.4,206815.0,66433.0,40067.0,0.32121944733215674,0.1937335299663951,0.6787805526678432,0.6787805526678432,9.985601026698973,0.940677966101695,0.9066511085180864,0.9233511586452764,2.299611257969212,tau=0.5,new_evaluation,revision_eval,independent_slots,Shared slot mask id=4 seed=20260321; eval seed 42 for mask fairness; policy identity in policy_run
