metric,scenario,method,previous_value,rerun_value,absolute_difference,tolerance,match
n_true_events_mean,frozen_temporal_test,cmappo_kl,102.0,102.0,0.0,1e-06,True
event_tp_mean,frozen_temporal_test,cmappo_kl,97.2,97.2,0.0,1e-06,True
event_fn_mean,frozen_temporal_test,cmappo_kl,4.8,4.8,0.0,1e-06,True
event_fp_mean,frozen_temporal_test,cmappo_kl,9.2,9.2,0.0,1e-06,True
all_constraints_satisfied_kn,frozen_temporal_test,cmappo_kl,0/5,0/5,0.0,0.0,True
mae_pass_count,frozen_temporal_test,cmappo_kl,5,5,0.0,0.0,True
event_pass_count,frozen_temporal_test,cmappo_kl,0,0,0.0,0.0,True
aoi_pass_count,frozen_temporal_test,cmappo_kl,5,5,0.0,0.0,True
all_constraints_pass_count,frozen_temporal_test,cmappo_kl,0,0,0.0,0.0,True
n_runs,frozen_temporal_test,cmappo_kl,5,5,0.0,0.0,True
result_source,frozen_temporal_test,cmappo_kl,new_evaluation,new_evaluation,0.0,0.0,True
transmission_reduction_mean,heldout_test,fixed_15,0.0,0.0,0.0,1e-08,True
mae_mean,heldout_test,fixed_15,,,0.0,1e-06,True
recall_mean,heldout_test,fixed_15,1.0,1.0,0.0,1e-08,True
precision_mean,heldout_test,fixed_15,1.0,1.0,0.0,1e-08,True
f1_mean,heldout_test,fixed_15,1.0,1.0,0.0,1e-08,True
aoi_raw_mean,heldout_test,fixed_15,6.219872492613902e-05,6.219872492613902e-05,0.0,1e-06,True
n_true_events_mean,heldout_test,fixed_15,1231.0,1231.0,0.0,1e-06,True
event_tp_mean,heldout_test,fixed_15,1231.0,1231.0,0.0,1e-06,True
event_fn_mean,heldout_test,fixed_15,0.0,0.0,0.0,1e-06,True
event_fp_mean,heldout_test,fixed_15,0.0,0.0,0.0,1e-06,True
all_constraints_satisfied_kn,heldout_test,fixed_15,,,0.0,0.0,True
mae_pass_count,heldout_test,fixed_15,0,0,0.0,0.0,True
event_pass_count,heldout_test,fixed_15,1,1,0.0,0.0,True
aoi_pass_count,heldout_test,fixed_15,1,1,0.0,0.0,True
all_constraints_pass_count,heldout_test,fixed_15,0,0,0.0,0.0,True
n_runs,heldout_test,fixed_15,1,1,0.0,0.0,True
result_source,heldout_test,fixed_15,new_evaluation,new_evaluation,0.0,0.0,True
transmission_reduction_mean,heldout_test,fixed_30,0.4987660974641176,0.4987660974641176,0.0,1e-08,True
mae_mean,heldout_test,fixed_30,11.635226206386667,11.635226206386667,0.0,1e-06,True
recall_mean,heldout_test,fixed_30,0.8627132412672623,0.8627132412672623,0.0,1e-08,True
precision_mean,heldout_test,fixed_30,0.8879598662207357,0.8879598662207357,0.0,1e-08,True
f1_mean,heldout_test,fixed_30,0.8751545117428925,0.8751545117428925,0.0,1e-08,True
aoi_raw_mean,heldout_test,fixed_30,0.5472088322189396,0.5472088322189396,0.0,1e-06,True
n_true_events_mean,heldout_test,fixed_30,1231.0,1231.0,0.0,1e-06,True
event_tp_mean,heldout_test,fixed_30,1062.0,1062.0,0.0,1e-06,True
event_fn_mean,heldout_test,fixed_30,169.0,169.0,0.0,1e-06,True
event_fp_mean,heldout_test,fixed_30,134.0,134.0,0.0,1e-06,True
all_constraints_satisfied_kn,heldout_test,fixed_30,0/1,0/1,0.0,0.0,True
mae_pass_count,heldout_test,fixed_30,0,0,0.0,0.0,True
event_pass_count,heldout_test,fixed_30,0,0,0.0,0.0,True
aoi_pass_count,heldout_test,fixed_30,1,1,0.0,0.0,True
all_constraints_pass_count,heldout_test,fixed_30,0,0,0.0,0.0,True
n_runs,heldout_test,fixed_30,1,1,0.0,0.0,True
result_source,heldout_test,fixed_30,new_evaluation,new_evaluation,0.0,0.0,True
transmission_reduction_mean,heldout_test,fixed_45,0.6674041716306424,0.6674041716306424,0.0,1e-08,True
mae_mean,heldout_test,fixed_45,13.423398407616242,13.423398407616242,0.0,1e-06,True
recall_mean,heldout_test,fixed_45,0.7831031681559708,0.7831031681559708,0.0,1e-08,True
precision_mean,heldout_test,fixed_45,0.8148774302620456,0.8148774302620456,0.0,1e-08,True
f1_mean,heldout_test,fixed_45,0.7986743993371996,0.7986743993371996,0.0,1e-08,True
aoi_raw_mean,heldout_test,fixed_45,1.1287824599595708,1.1287824599595708,0.0,1e-06,True
n_true_events_mean,heldout_test,fixed_45,1231.0,1231.0,0.0,1e-06,True
event_tp_mean,heldout_test,fixed_45,964.0,964.0,0.0,1e-06,True
event_fn_mean,heldout_test,fixed_45,267.0,267.0,0.0,1e-06,True
event_fp_mean,heldout_test,fixed_45,219.0,219.0,0.0,1e-06,True
all_constraints_satisfied_kn,heldout_test,fixed_45,0/1,0/1,0.0,0.0,True
mae_pass_count,heldout_test,fixed_45,0,0,0.0,0.0,True
event_pass_count,heldout_test,fixed_45,0,0,0.0,0.0,True
aoi_pass_count,heldout_test,fixed_45,1,1,0.0,0.0,True
all_constraints_pass_count,heldout_test,fixed_45,0,0,0.0,0.0,True
n_runs,heldout_test,fixed_45,1,1,0.0,0.0,True
result_source,heldout_test,fixed_45,new_evaluation,new_evaluation,0.0,0.0,True
transmission_reduction_mean,heldout_test,fixed_60,0.751021160719351,0.751021160719351,0.0,1e-08,True
mae_mean,heldout_test,fixed_60,14.769178957440246,14.769178957440246,0.0,1e-06,True
recall_mean,heldout_test,fixed_60,0.743298131600325,0.743298131600325,0.0,1e-08,True
precision_mean,heldout_test,fixed_60,0.7780612244897959,0.7780612244897959,0.0,1e-08,True
f1_mean,heldout_test,fixed_60,0.7602825093477358,0.7602825093477358,0.0,1e-08,True
aoi_raw_mean,heldout_test,fixed_60,1.760087855698958,1.760087855698958,0.0,1e-06,True
n_true_events_mean,heldout_test,fixed_60,1231.0,1231.0,0.0,1e-06,True
event_tp_mean,heldout_test,fixed_60,915.0,915.0,0.0,1e-06,True
event_fn_mean,heldout_test,fixed_60,316.0,316.0,0.0,1e-06,True
event_fp_mean,heldout_test,fixed_60,261.0,261.0,0.0,1e-06,True
all_constraints_satisfied_kn,heldout_test,fixed_60,0/1,0/1,0.0,0.0,True
mae_pass_count,heldout_test,fixed_60,0,0,0.0,0.0,True
event_pass_count,heldout_test,fixed_60,0,0,0.0,0.0,True
aoi_pass_count,heldout_test,fixed_60,1,1,0.0,0.0,True
all_constraints_pass_count,heldout_test,fixed_60,0,0,0.0,0.0,True
n_runs,heldout_test,fixed_60,1,1,0.0,0.0,True
result_source,heldout_test,fixed_60,new_evaluation,new_evaluation,0.0,0.0,True
transmission_reduction_mean,heldout_test,fixed_75,0.799540477676292,0.799540477676292,0.0,1e-08,True
mae_mean,heldout_test,fixed_75,15.642808150329348,15.642808150329348,0.0,1e-06,True
recall_mean,heldout_test,fixed_75,0.6913078797725426,0.6913078797725426,0.0,1e-08,True
precision_mean,heldout_test,fixed_75,0.7419354838709677,0.7419354838709677,0.0,1e-08,True
f1_mean,heldout_test,fixed_75,0.7157275021026072,0.7157275021026072,0.0,1e-08,True
aoi_raw_mean,heldout_test,fixed_75,2.20323433369616,2.20323433369616,0.0,1e-06,True
n_true_events_mean,heldout_test,fixed_75,1231.0,1231.0,0.0,1e-06,True
event_tp_mean,heldout_test,fixed_75,851.0,851.0,0.0,1e-06,True
event_fn_mean,heldout_test,fixed_75,380.0,380.0,0.0,1e-06,True
event_fp_mean,heldout_test,fixed_75,296.0,296.0,0.0,1e-06,True
all_constraints_satisfied_kn,heldout_test,fixed_75,0/1,0/1,0.0,0.0,True
mae_pass_count,heldout_test,fixed_75,0,0,0.0,0.0,True
event_pass_count,heldout_test,fixed_75,0,0,0.0,0.0,True
aoi_pass_count,heldout_test,fixed_75,1,1,0.0,0.0,True
all_constraints_pass_count,heldout_test,fixed_75,0,0,0.0,0.0,True
n_runs,heldout_test,fixed_75,1,1,0.0,0.0,True
result_source,heldout_test,fixed_75,new_evaluation,new_evaluation,0.0,0.0,True
transmission_reduction_mean,heldout_test,fixed_90,0.8332813297781811,0.8332813297781811,0.0,1e-08,True
mae_mean,heldout_test,fixed_90,16.624898586738833,16.624898586738833,0.0,1e-06,True
recall_mean,heldout_test,fixed_90,0.7018683996750609,0.7018683996750609,0.0,1e-08,True
precision_mean,heldout_test,fixed_90,0.7140495867768595,0.7140495867768595,0.0,1e-08,True
f1_mean,heldout_test,fixed_90,0.7079065956575173,0.7079065956575173,0.0,1e-08,True
aoi_raw_mean,heldout_test,fixed_90,2.733218006530866,2.733218006530866,0.0,1e-06,True
n_true_events_mean,heldout_test,fixed_90,1231.0,1231.0,0.0,1e-06,True
event_tp_mean,heldout_test,fixed_90,864.0,864.0,0.0,1e-06,True
event_fn_mean,heldout_test,fixed_90,367.0,367.0,0.0,1e-06,True
event_fp_mean,heldout_test,fixed_90,346.0,346.0,0.0,1e-06,True
all_constraints_satisfied_kn,heldout_test,fixed_90,0/1,0/1,0.0,0.0,True
mae_pass_count,heldout_test,fixed_90,0,0,0.0,0.0,True
event_pass_count,heldout_test,fixed_90,0,0,0.0,0.0,True
aoi_pass_count,heldout_test,fixed_90,1,1,0.0,0.0,True
all_constraints_pass_count,heldout_test,fixed_90,0,0,0.0,0.0,True
n_runs,heldout_test,fixed_90,1,1,0.0,0.0,True
result_source,heldout_test,fixed_90,new_evaluation,new_evaluation,0.0,0.0,True
transmission_reduction_mean,heldout_test,delta_plus_heartbeat,0.7278701234848055,0.7278701234848055,0.0,1e-08,True
mae_mean,heldout_test,delta_plus_heartbeat,9.440991933074397,9.440991933074397,0.0,1e-06,True
recall_mean,heldout_test,delta_plus_heartbeat,0.9878147847278635,0.9878147847278635,0.0,1e-08,True
precision_mean,heldout_test,delta_plus_heartbeat,0.9559748427672956,0.9559748427672956,0.0,1e-08,True
f1_mean,heldout_test,delta_plus_heartbeat,0.9716340391530164,0.9716340391530164,0.0,1e-08,True
aoi_raw_mean,heldout_test,delta_plus_heartbeat,1.4438345513916964,1.4438345513916964,0.0,1e-06,True
n_true_events_mean,heldout_test,delta_plus_heartbeat,1231.0,1231.0,0.0,1e-06,True
event_tp_mean,heldout_test,delta_plus_heartbeat,1216.0,1216.0,0.0,1e-06,True
event_fn_mean,heldout_test,delta_plus_heartbeat,15.0,15.0,0.0,1e-06,True
event_fp_mean,heldout_test,delta_plus_heartbeat,56.0,56.0,0.0,1e-06,True
all_constraints_satisfied_kn,heldout_test,delta_plus_heartbeat,0/1,0/1,0.0,0.0,True
mae_pass_count,heldout_test,delta_plus_heartbeat,0,0,0.0,0.0,True
event_pass_count,heldout_test,delta_plus_heartbeat,1,1,0.0,0.0,True
aoi_pass_count,heldout_test,delta_plus_heartbeat,1,1,0.0,0.0,True
all_constraints_pass_count,heldout_test,delta_plus_heartbeat,0,0,0.0,0.0,True
n_runs,heldout_test,delta_plus_heartbeat,1,1,0.0,0.0,True
result_source,heldout_test,delta_plus_heartbeat,new_evaluation,new_evaluation,0.0,0.0,True
transmission_reduction_mean,heldout_test,semantic_expert,0.7433860933038332,0.7433860933038332,0.0,1e-08,True
mae_mean,heldout_test,semantic_expert,7.230393528528911,7.230393528528911,0.0,1e-06,True
recall_mean,heldout_test,semantic_expert,0.9983753046303818,0.9983753046303818,0.0,1e-08,True
precision_mean,heldout_test,semantic_expert,0.9927302100161552,0.9927302100161552,0.0,1e-08,True
f1_mean,heldout_test,semantic_expert,0.9955447549615228,0.9955447549615228,0.0,1e-08,True
aoi_raw_mean,heldout_test,semantic_expert,1.773099051469445,1.773099051469445,0.0,1e-06,True
n_true_events_mean,heldout_test,semantic_expert,1231.0,1231.0,0.0,1e-06,True
event_tp_mean,heldout_test,semantic_expert,1229.0,1229.0,0.0,1e-06,True
event_fn_mean,heldout_test,semantic_expert,2.0,2.0,0.0,1e-06,True
event_fp_mean,heldout_test,semantic_expert,9.0,9.0,0.0,1e-06,True
all_constraints_satisfied_kn,heldout_test,semantic_expert,1/1,1/1,0.0,0.0,True
mae_pass_count,heldout_test,semantic_expert,1,1,0.0,0.0,True
event_pass_count,heldout_test,semantic_expert,1,1,0.0,0.0,True
aoi_pass_count,heldout_test,semantic_expert,1,1,0.0,0.0,True
all_constraints_pass_count,heldout_test,semantic_expert,1,1,0.0,0.0,True
n_runs,heldout_test,semantic_expert,1,1,0.0,0.0,True
result_source,heldout_test,semantic_expert,new_evaluation,new_evaluation,0.0,0.0,True
transmission_reduction_mean,heldout_test,campus_senserl_bc,0.7972126094438456,0.7972126094438456,0.0,1e-08,True
mae_mean,heldout_test,campus_senserl_bc,8.958774368220675,8.958774368220675,0.0,1e-06,True
recall_mean,heldout_test,campus_senserl_bc,0.9949634443541836,0.9949634443541836,0.0,1e-08,True
precision_mean,heldout_test,campus_senserl_bc,0.972848892691794,0.972848892691794,0.0,1e-08,True
f1_mean,heldout_test,campus_senserl_bc,0.9837786638591082,0.9837786638591082,0.0,1e-08,True
aoi_raw_mean,heldout_test,campus_senserl_bc,2.126297620898772,2.126297620898772,0.0,1e-06,True
n_true_events_mean,heldout_test,campus_senserl_bc,1231.0,1231.0,0.0,1e-06,True
event_tp_mean,heldout_test,campus_senserl_bc,1224.8,1224.8,0.0,1e-06,True
event_fn_mean,heldout_test,campus_senserl_bc,6.2,6.2,0.0,1e-06,True
event_fp_mean,heldout_test,campus_senserl_bc,34.2,34.2,0.0,1e-06,True
all_constraints_satisfied_kn,heldout_test,campus_senserl_bc,4/5,4/5,0.0,0.0,True
mae_pass_count,heldout_test,campus_senserl_bc,4,4,0.0,0.0,True
event_pass_count,heldout_test,campus_senserl_bc,5,5,0.0,0.0,True
aoi_pass_count,heldout_test,campus_senserl_bc,5,5,0.0,0.0,True
all_constraints_pass_count,heldout_test,campus_senserl_bc,4,4,0.0,0.0,True
n_runs,heldout_test,campus_senserl_bc,5,5,0.0,0.0,True
result_source,heldout_test,campus_senserl_bc,legacy_frozen,legacy_frozen,0.0,0.0,True
transmission_reduction_mean,heldout_test,cmappo_kl,0.7782606229080387,0.7782606229080387,0.0,1e-08,True
mae_mean,heldout_test,cmappo_kl,8.49505339274015,8.49505339274015,0.0,1e-06,True
recall_mean,heldout_test,cmappo_kl,0.99642567018684,0.99642567018684,0.0,1e-08,True
precision_mean,heldout_test,cmappo_kl,0.9912892434877696,0.9912892434877696,0.0,1e-08,True
f1_mean,heldout_test,cmappo_kl,0.9938459908907176,0.9938459908907176,0.0,1e-08,True
aoi_raw_mean,heldout_test,cmappo_kl,1.9352550147721972,1.9352550147721972,0.0,1e-06,True
n_true_events_mean,heldout_test,cmappo_kl,1231.0,1231.0,0.0,1e-06,True
event_tp_mean,heldout_test,cmappo_kl,1226.6,1226.6,0.0,1e-06,True
event_fn_mean,heldout_test,cmappo_kl,4.4,4.4,0.0,1e-06,True
event_fp_mean,heldout_test,cmappo_kl,10.8,10.8,0.0,1e-06,True
all_constraints_satisfied_kn,heldout_test,cmappo_kl,5/5,5/5,0.0,0.0,True
mae_pass_count,heldout_test,cmappo_kl,5,5,0.0,0.0,True
event_pass_count,heldout_test,cmappo_kl,5,5,0.0,0.0,True
aoi_pass_count,heldout_test,cmappo_kl,5,5,0.0,0.0,True
all_constraints_pass_count,heldout_test,cmappo_kl,5,5,0.0,0.0,True
n_runs,heldout_test,cmappo_kl,5,5,0.0,0.0,True
result_source,heldout_test,cmappo_kl,new_evaluation,new_evaluation,0.0,0.0,True
transmission_reduction_mean,packet_loss_0,fixed_60,0.7526823489592147,0.7526823489592147,0.0,1e-08,True
mae_mean,packet_loss_0,fixed_60,11.335269101794868,11.335269101794868,0.0,1e-06,True
recall_mean,packet_loss_0,fixed_60,0.887409200968523,0.887409200968523,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_0,fixed_60,51149.0,51149.0,0.0,1e-08,True
n_delivered_mean,packet_loss_0,fixed_60,51149.0,51149.0,0.0,1e-08,True
all_constraints_pass_count,packet_loss_0,fixed_60,0,0,0.0,0.0,True
n_runs,packet_loss_0,fixed_60,1,1,0.0,0.0,True
transmission_reduction_mean,packet_loss_10,fixed_60,0.7526823489592147,0.7526823489592147,0.0,1e-08,True
mae_mean,packet_loss_10,fixed_60,11.89060208616156,11.89060208616156,0.0,1e-06,True
recall_mean,packet_loss_10,fixed_60,0.8796610169491526,0.8796610169491526,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_10,fixed_60,51149.0,51149.0,0.0,1e-08,True
n_delivered_mean,packet_loss_10,fixed_60,45965.6,45965.6,0.0,1e-08,True
all_constraints_pass_count,packet_loss_10,fixed_60,0,0,0.0,0.0,True
n_runs,packet_loss_10,fixed_60,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_20,fixed_60,0.7526823489592147,0.7526823489592147,0.0,1e-08,True
mae_mean,packet_loss_20,fixed_60,12.515790964496285,12.515790964496285,0.0,1e-06,True
recall_mean,packet_loss_20,fixed_60,0.8697336561743342,0.8697336561743342,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_20,fixed_60,51149.0,51149.0,0.0,1e-08,True
n_delivered_mean,packet_loss_20,fixed_60,40871.8,40871.8,0.0,1e-08,True
all_constraints_pass_count,packet_loss_20,fixed_60,0,0,0.0,0.0,True
n_runs,packet_loss_20,fixed_60,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_40,fixed_60,0.7526823489592147,0.7526823489592147,0.0,1e-08,True
mae_mean,packet_loss_40,fixed_60,14.153785241670828,14.153785241670828,0.0,1e-06,True
recall_mean,packet_loss_40,fixed_60,0.8479418886198549,0.8479418886198549,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_40,fixed_60,51149.0,51149.0,0.0,1e-08,True
n_delivered_mean,packet_loss_40,fixed_60,30630.6,30630.6,0.0,1e-08,True
all_constraints_pass_count,packet_loss_40,fixed_60,0,0,0.0,0.0,True
n_runs,packet_loss_40,fixed_60,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_0,fixed_75,0.8001837390904916,0.8001837390904916,0.0,1e-08,True
mae_mean,packet_loss_0,fixed_75,11.755109070034443,11.755109070034443,0.0,1e-06,True
recall_mean,packet_loss_0,fixed_75,0.8849878934624698,0.8849878934624698,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_0,fixed_75,41325.0,41325.0,0.0,1e-08,True
n_delivered_mean,packet_loss_0,fixed_75,41325.0,41325.0,0.0,1e-08,True
all_constraints_pass_count,packet_loss_0,fixed_75,0,0,0.0,0.0,True
n_runs,packet_loss_0,fixed_75,1,1,0.0,0.0,True
transmission_reduction_mean,packet_loss_10,fixed_75,0.8001837390904916,0.8001837390904916,0.0,1e-08,True
mae_mean,packet_loss_10,fixed_75,12.375155399029763,12.375155399029763,0.0,1e-06,True
recall_mean,packet_loss_10,fixed_75,0.8799031476997579,0.8799031476997579,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_10,fixed_75,41325.0,41325.0,0.0,1e-08,True
n_delivered_mean,packet_loss_10,fixed_75,37199.0,37199.0,0.0,1e-08,True
all_constraints_pass_count,packet_loss_10,fixed_75,0,0,0.0,0.0,True
n_runs,packet_loss_10,fixed_75,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_20,fixed_75,0.8001837390904916,0.8001837390904916,0.0,1e-08,True
mae_mean,packet_loss_20,fixed_75,13.07443151834199,13.07443151834199,0.0,1e-06,True
recall_mean,packet_loss_20,fixed_75,0.8634382566585957,0.8634382566585957,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_20,fixed_75,41325.0,41325.0,0.0,1e-08,True
n_delivered_mean,packet_loss_20,fixed_75,33066.6,33066.6,0.0,1e-08,True
all_constraints_pass_count,packet_loss_20,fixed_75,0,0,0.0,0.0,True
n_runs,packet_loss_20,fixed_75,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_40,fixed_75,0.8001837390904916,0.8001837390904916,0.0,1e-08,True
mae_mean,packet_loss_40,fixed_75,14.82203106741412,14.82203106741412,0.0,1e-06,True
recall_mean,packet_loss_40,fixed_75,0.8309927360774818,0.8309927360774818,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_40,fixed_75,41325.0,41325.0,0.0,1e-08,True
n_delivered_mean,packet_loss_40,fixed_75,24839.8,24839.8,0.0,1e-08,True
all_constraints_pass_count,packet_loss_40,fixed_75,0,0,0.0,0.0,True
n_runs,packet_loss_40,fixed_75,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_0,delta_plus_heartbeat,0.7282692261199624,0.7282692261199624,0.0,1e-08,True
mae_mean,packet_loss_0,delta_plus_heartbeat,9.224011897727348,9.224011897727348,0.0,1e-06,True
recall_mean,packet_loss_0,delta_plus_heartbeat,0.9903147699757868,0.9903147699757868,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_0,delta_plus_heartbeat,56198.0,56198.0,0.0,1e-08,True
n_delivered_mean,packet_loss_0,delta_plus_heartbeat,56198.0,56198.0,0.0,1e-08,True
all_constraints_pass_count,packet_loss_0,delta_plus_heartbeat,0,0,0.0,0.0,True
n_runs,packet_loss_0,delta_plus_heartbeat,1,1,0.0,0.0,True
transmission_reduction_mean,packet_loss_10,delta_plus_heartbeat,0.708460218069289,0.708460218069289,0.0,1e-08,True
mae_mean,packet_loss_10,delta_plus_heartbeat,9.493247522932602,9.493247522932602,0.0,1e-06,True
recall_mean,packet_loss_10,delta_plus_heartbeat,0.9813559322033898,0.9813559322033898,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_10,delta_plus_heartbeat,60294.8,60294.8,0.0,1e-08,True
n_delivered_mean,packet_loss_10,delta_plus_heartbeat,54259.6,54259.6,0.0,1e-08,True
all_constraints_pass_count,packet_loss_10,delta_plus_heartbeat,0,0,0.0,0.0,True
n_runs,packet_loss_10,delta_plus_heartbeat,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_20,delta_plus_heartbeat,0.6853323018156323,0.6853323018156323,0.0,1e-08,True
mae_mean,packet_loss_20,delta_plus_heartbeat,9.77803794690646,9.77803794690646,0.0,1e-06,True
recall_mean,packet_loss_20,delta_plus_heartbeat,0.9685230024213076,0.9685230024213076,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_20,delta_plus_heartbeat,65078.0,65078.0,0.0,1e-08,True
n_delivered_mean,packet_loss_20,delta_plus_heartbeat,52114.0,52114.0,0.0,1e-08,True
all_constraints_pass_count,packet_loss_20,delta_plus_heartbeat,0,0,0.0,0.0,True
n_runs,packet_loss_20,delta_plus_heartbeat,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_40,delta_plus_heartbeat,0.6235514832096317,0.6235514832096317,0.0,1e-08,True
mae_mean,packet_loss_40,delta_plus_heartbeat,10.499814983398974,10.499814983398974,0.0,1e-06,True
recall_mean,packet_loss_40,delta_plus_heartbeat,0.9411622276029056,0.9411622276029056,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_40,delta_plus_heartbeat,77855.2,77855.2,0.0,1e-08,True
n_delivered_mean,packet_loss_40,delta_plus_heartbeat,46782.8,46782.8,0.0,1e-08,True
all_constraints_pass_count,packet_loss_40,delta_plus_heartbeat,0,0,0.0,0.0,True
n_runs,packet_loss_40,delta_plus_heartbeat,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_0,semantic_expert,0.7389260933684694,0.7389260933684694,0.0,1e-08,True
mae_mean,packet_loss_0,semantic_expert,7.218922792024657,7.218922792024657,0.0,1e-06,True
recall_mean,packet_loss_0,semantic_expert,0.9987893462469734,0.9987893462469734,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_0,semantic_expert,53994.0,53994.0,0.0,1e-08,True
n_delivered_mean,packet_loss_0,semantic_expert,53994.0,53994.0,0.0,1e-08,True
all_constraints_pass_count,packet_loss_0,semantic_expert,1,1,0.0,0.0,True
n_runs,packet_loss_0,semantic_expert,1,1,0.0,0.0,True
transmission_reduction_mean,packet_loss_10,semantic_expert,0.7219660082682591,0.7219660082682591,0.0,1e-08,True
mae_mean,packet_loss_10,semantic_expert,7.600709972291068,7.600709972291068,0.0,1e-06,True
recall_mean,packet_loss_10,semantic_expert,0.9898305084745764,0.9898305084745764,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_10,semantic_expert,57501.6,57501.6,0.0,1e-08,True
n_delivered_mean,packet_loss_10,semantic_expert,51742.6,51742.6,0.0,1e-08,True
all_constraints_pass_count,packet_loss_10,semantic_expert,5,5,0.0,0.0,True
n_runs,packet_loss_10,semantic_expert,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_20,semantic_expert,0.7017314991659213,0.7017314991659213,0.0,1e-08,True
mae_mean,packet_loss_20,semantic_expert,8.019859277069951,8.019859277069951,0.0,1e-06,True
recall_mean,packet_loss_20,semantic_expert,0.9774818401937044,0.9774818401937044,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_20,semantic_expert,61686.4,61686.4,0.0,1e-08,True
n_delivered_mean,packet_loss_20,semantic_expert,49339.2,49339.2,0.0,1e-08,True
all_constraints_pass_count,packet_loss_20,semantic_expert,0,0,0.0,0.0,True
n_runs,packet_loss_20,semantic_expert,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_40,semantic_expert,0.6473602011459517,0.6473602011459517,0.0,1e-08,True
mae_mean,packet_loss_40,semantic_expert,9.052548762839686,9.052548762839686,0.0,1e-06,True
recall_mean,packet_loss_40,semantic_expert,0.9484261501210652,0.9484261501210652,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_40,semantic_expert,72931.2,72931.2,0.0,1e-08,True
n_delivered_mean,packet_loss_40,semantic_expert,43862.4,43862.4,0.0,1e-08,True
all_constraints_pass_count,packet_loss_40,semantic_expert,0,0,0.0,0.0,True
n_runs,packet_loss_40,semantic_expert,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_0,cmappo_kl,0.7779019897009405,0.7779019897009405,0.0,1e-08,True
mae_mean,packet_loss_0,cmappo_kl,8.742403611902981,8.742403611902981,0.0,1e-06,True
recall_mean,packet_loss_0,cmappo_kl,0.9944309927360776,0.9944309927360776,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_0,cmappo_kl,45933.2,45933.2,0.0,1e-08,True
n_delivered_mean,packet_loss_0,cmappo_kl,45933.2,45933.2,0.0,1e-08,True
all_constraints_pass_count,packet_loss_0,cmappo_kl,5,5,0.0,0.0,True
n_runs,packet_loss_0,cmappo_kl,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_10,cmappo_kl,0.7606285810990497,0.7606285810990497,0.0,1e-08,True
mae_mean,packet_loss_10,cmappo_kl,8.976431643980769,8.976431643980769,0.0,1e-06,True
recall_mean,packet_loss_10,cmappo_kl,0.9874576271186442,0.9874576271186442,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_10,cmappo_kl,49505.6,49505.6,0.0,1e-08,True
n_delivered_mean,packet_loss_10,cmappo_kl,44577.31999999999,44577.31999999999,0.0,1e-08,True
all_constraints_pass_count,packet_loss_10,cmappo_kl,3,3,0.0,0.0,True
n_runs,packet_loss_10,cmappo_kl,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_20,cmappo_kl,0.7398823102773008,0.7398823102773008,0.0,1e-08,True
mae_mean,packet_loss_20,cmappo_kl,9.252819221398074,9.252819221398074,0.0,1e-06,True
recall_mean,packet_loss_20,cmappo_kl,0.9754479418886198,0.9754479418886198,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_20,cmappo_kl,53796.240000000005,53796.240000000005,0.0,1e-08,True
n_delivered_mean,packet_loss_20,cmappo_kl,43059.48,43059.48,0.0,1e-08,True
all_constraints_pass_count,packet_loss_20,cmappo_kl,0,0,0.0,0.0,True
n_runs,packet_loss_20,cmappo_kl,5,5,0.0,0.0,True
transmission_reduction_mean,packet_loss_40,cmappo_kl,0.6842726107874186,0.6842726107874186,0.0,1e-08,True
mae_mean,packet_loss_40,cmappo_kl,9.974754716259318,9.974754716259318,0.0,1e-06,True
